locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sudilovsky_03643	CDS	807				hypothetical protein
Sudilovsky_03644	CDS	1287				hypothetical protein
Sudilovsky_03645	CDS	657				hypothetical protein
Sudilovsky_03646	CDS	1125				hypothetical protein
Sudilovsky_03647	CDS	1140	desD_1	1.14.19.46	COG3239	sn-1 linoleoyl-lipid 6-desaturase
Sudilovsky_03648	CDS	1101	desD_2	1.14.19.46	COG3239	sn-1 linoleoyl-lipid 6-desaturase
Sudilovsky_03649	CDS	930				hypothetical protein
Sudilovsky_03650	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
Sudilovsky_03651	CDS	1161	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
Sudilovsky_03652	CDS	501	coaE_2	2.7.1.24	COG0237	Dephospho-CoA kinase
Sudilovsky_03653	CDS	1221				hypothetical protein
Sudilovsky_03654	CDS	411				hypothetical protein
Sudilovsky_03655	CDS	387				hypothetical protein
Sudilovsky_03656	CDS	546				hypothetical protein
Sudilovsky_03657	CDS	558				hypothetical protein
Sudilovsky_03658	CDS	438				hypothetical protein
Sudilovsky_03659	CDS	243				hypothetical protein
Sudilovsky_03660	CDS	384				hypothetical protein
Sudilovsky_03661	CDS	222				hypothetical protein
Sudilovsky_03662	CDS	324				hypothetical protein
Sudilovsky_03663	CDS	1938				hypothetical protein
Sudilovsky_03664	CDS	864	yicC	3.1.26.-	COG1561	Endoribonuclease YicC
Sudilovsky_03665	CDS	909	dgcR			HTH-type transcriptional regulator DgcR
Sudilovsky_03666	CDS	1005	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
Sudilovsky_03667	CDS	825	dppA_4	3.4.11.-	COG2362	D-aminopeptidase
Sudilovsky_03668	CDS	1077		3.4.11.25		Beta-peptidyl aminopeptidase BapA
Sudilovsky_03669	CDS	900	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
Sudilovsky_03670	CDS	921	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
Sudilovsky_03671	CDS	1542	gsiB_3		COG0747	Glutathione-binding protein GsiB
Sudilovsky_03672	CDS	1872	gsiA_4	7.4.2.10	COG4172	Glutathione import ATP-binding protein GsiA
Sudilovsky_03673	CDS	969	ycjG_2	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
Sudilovsky_03674	CDS	717	rph	2.7.7.56		Ribonuclease PH
Sudilovsky_03675	CDS	642	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
Sudilovsky_03676	misc_RNA	107				Ysr224
Sudilovsky_03677	CDS	597	slmA			Nucleoid occlusion factor SlmA
Sudilovsky_03678	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
Sudilovsky_03679	CDS	1278	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
Sudilovsky_03680	CDS	666				hypothetical protein
Sudilovsky_03681	CDS	237	rpmB		COG0227	Large ribosomal subunit protein bL28
Sudilovsky_03682	CDS	168	rpmG		COG0267	Large ribosomal subunit protein bL33
Sudilovsky_03683	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
Sudilovsky_03684	CDS	975	waaQ_1	2.4.99.25	COG0859	Lipopolysaccharide heptosyltransferase 3
Sudilovsky_03685	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
Sudilovsky_03686	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
Sudilovsky_03687	CDS	774				hypothetical protein
Sudilovsky_03688	CDS	1248				hypothetical protein
Sudilovsky_03689	CDS	1086	waaQ_2	2.4.99.25	COG0859	Lipopolysaccharide heptosyltransferase 3
Sudilovsky_03690	CDS	963	waaC	2.4.99.23	COG0859	Lipopolysaccharide heptosyltransferase 1
Sudilovsky_03691	CDS	1122	waaF	2.4.99.24	COG0859	Lipopolysaccharide heptosyltransferase 2
Sudilovsky_03692	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
Sudilovsky_03693	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
Sudilovsky_03694	CDS	1032	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
Sudilovsky_03695	CDS	948				hypothetical protein
Sudilovsky_03696	CDS	1302	envC		COG4942	Murein hydrolase activator EnvC
Sudilovsky_03697	CDS	432	yibN		COG0607	putative protein YibN
Sudilovsky_03698	CDS	471	secB		COG1952	Protein-export protein SecB
Sudilovsky_03699	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
Sudilovsky_03700	CDS	822	cysE	2.3.1.30	COG1045	Serine acetyltransferase
Sudilovsky_03701	CDS	654	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
Sudilovsky_03702	CDS	480	hcpA_10			Major exported protein
Sudilovsky_03703	CDS	717				hypothetical protein
Sudilovsky_03704	CDS	333	ygiZ			Inner membrane protein YgiZ
Sudilovsky_03705	CDS	900	bioP		COG0697	Biotin transporter
Sudilovsky_03706	CDS	936	metR		COG0583	HTH-type transcriptional regulator MetR
Sudilovsky_03707	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
Sudilovsky_03708	CDS	1623				hypothetical protein
Sudilovsky_03709	CDS	1662				hypothetical protein
Sudilovsky_03710	CDS	828	clcD	3.1.1.45	COG0412	Carboxymethylenebutenolidase
Sudilovsky_03711	CDS	771	udp	2.4.2.3		Uridine phosphorylase
Sudilovsky_03712	CDS	783	ptpB	3.1.3.-	COG2365	Triple specificity protein phosphatase PtpB
Sudilovsky_03713	misc_RNA	176				group-II-D1D4-3
Sudilovsky_03714	CDS	390				hypothetical protein
Sudilovsky_03715	CDS	2640	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
Sudilovsky_03716	CDS	1389	sacP_2		COG1263	PTS system sucrose-specific EIIBC component
Sudilovsky_03717	CDS	1200				D-galactonate dehydratase family member
Sudilovsky_03718	CDS	714				hypothetical protein
Sudilovsky_03719	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
Sudilovsky_03720	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
Sudilovsky_03721	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
Sudilovsky_03722	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Sudilovsky_03723	CDS	1563				hypothetical protein
Sudilovsky_03724	CDS	756	ubiE_3	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
Sudilovsky_03725	CDS	624	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
Sudilovsky_03726	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
Sudilovsky_03727	CDS	261	tatA_2		COG1826	Sec-independent protein translocase protein TatA
Sudilovsky_03728	CDS	591	tatB			Sec-independent protein translocase protein TatB
Sudilovsky_03729	CDS	753	tatC		COG0805	Sec-independent protein translocase protein TatC
Sudilovsky_03730	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
Sudilovsky_03731	CDS	1023	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
Sudilovsky_03732	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
Sudilovsky_03733	CDS	1542	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Sudilovsky_03734	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
Sudilovsky_03735	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
Sudilovsky_03736	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
Sudilovsky_03737	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
Sudilovsky_03738	CDS	612	yigZ		COG1739	IMPACT family member YigZ
Sudilovsky_03739	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
Sudilovsky_03740	CDS	540	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
Sudilovsky_03741	rRNA	1538				16S ribosomal RNA
Sudilovsky_03742	tRNA	77				tRNA-Ile(gat)
Sudilovsky_03743	tRNA	76				tRNA-Ala(tgc)
Sudilovsky_03744	misc_RNA	150				StyR-44
Sudilovsky_03745	rRNA	111				5S ribosomal RNA
Sudilovsky_03746	CDS	1038	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Sudilovsky_03747	CDS	960	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
Sudilovsky_03748	CDS	951	coaA	2.7.1.33		Pantothenate kinase
Sudilovsky_03749	CDS	549	ttr_1	2.3.1.-		Acetyltransferase
Sudilovsky_03750	tRNA	76				tRNA-Thr(tgt)
Sudilovsky_03751	tRNA	85				tRNA-Tyr(gta)
Sudilovsky_03752	tRNA	75				tRNA-Gly(tcc)
Sudilovsky_03753	tRNA	76				tRNA-Thr(ggt)
Sudilovsky_03754	CDS	1185	tufB_2	3.6.5.3	COG0050	Elongation factor Tu 2
Sudilovsky_03755	CDS	384	secE		COG0690	Protein translocase subunit SecE
Sudilovsky_03756	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
Sudilovsky_03757	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
Sudilovsky_03758	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
Sudilovsky_03759	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
Sudilovsky_03760	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
Sudilovsky_03761	misc_RNA	62				P26
Sudilovsky_03762	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
Sudilovsky_03763	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
Sudilovsky_03764	CDS	1398	shiA		COG0477	Shikimate transporter
Sudilovsky_03765	CDS	192				hypothetical protein
Sudilovsky_03766	CDS	1437	norG_3			HTH-type transcriptional regulator NorG
Sudilovsky_03767	CDS	1122	thiH	4.1.99.19		2-iminoacetate synthase
Sudilovsky_03768	CDS	786	thiG	2.8.1.10	COG2022	Thiazole synthase
Sudilovsky_03769	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
Sudilovsky_03770	CDS	780	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
Sudilovsky_03771	CDS	642	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
Sudilovsky_03772	CDS	2010	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
Sudilovsky_03773	CDS	219				hypothetical protein
Sudilovsky_03774	misc_RNA	154				TPP
Sudilovsky_03775	CDS	462	rsd		COG3160	Regulator of sigma D
Sudilovsky_03776	CDS	783	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
Sudilovsky_03777	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
Sudilovsky_03778	CDS	690	nfi	3.1.21.7	COG1515	Endonuclease V
Sudilovsky_03779	CDS	591			COG3068	putative protein
Sudilovsky_03780	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
Sudilovsky_03781	CDS	687				hypothetical protein
Sudilovsky_03782	CDS	1287	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
Sudilovsky_03783	CDS	1848	purH		COG0138	Bifunctional purine biosynthesis protein PurH
Sudilovsky_03784	rRNA	1538				16S ribosomal RNA
Sudilovsky_03785	tRNA	76				tRNA-Glu(ttc)
Sudilovsky_03786	misc_RNA	150				StyR-44
Sudilovsky_03787	rRNA	111				5S ribosomal RNA
Sudilovsky_03788	CDS	762	glnQ_5			Glutamine transport ATP-binding protein GlnQ
Sudilovsky_03789	CDS	1095	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
Sudilovsky_03790	CDS	1179				hypothetical protein
Sudilovsky_03791	CDS	1026	yhdW		COG0834	Putative amino-acid ABC transporter-binding protein YhdW
Sudilovsky_03792	CDS	666	tcyB		COG0765	L-cystine transport system permease protein TcyB
Sudilovsky_03793	CDS	768			COG0834	putative amino-acid ABC transporter-binding protein
Sudilovsky_03794	CDS	399	hxlR		COG1733	HTH-type transcriptional activator HxlR
Sudilovsky_03795	CDS	513				hypothetical protein
Sudilovsky_03796	CDS	1191				hypothetical protein
Sudilovsky_03797	CDS	1146				hypothetical protein
Sudilovsky_03798	CDS	405				hypothetical protein
Sudilovsky_03799	CDS	645				hypothetical protein
Sudilovsky_03800	CDS	141				hypothetical protein
Sudilovsky_03801	CDS	489				hypothetical protein
Sudilovsky_03802	CDS	297	fis		COG2901	DNA-binding protein Fis
Sudilovsky_03803	CDS	873	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
Sudilovsky_03804	CDS	735	cah	4.2.1.1		Carbonic anhydrase
Sudilovsky_03805	CDS	888	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
Sudilovsky_03806	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
Sudilovsky_03807	CDS	243	yhdT		COG3924	putative membrane protein YhdT
Sudilovsky_03808	CDS	429	mopB			Molybdenum-pterin-binding protein MopB
Sudilovsky_03809	CDS	1671	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
Sudilovsky_03810	CDS	762	nimR		COG2207	HTH-type transcriptional regulator NimR
Sudilovsky_03811	CDS	1344	accC	6.3.4.14	COG0439	Biotin carboxylase
Sudilovsky_03812	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Sudilovsky_03813	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
Sudilovsky_03814	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
Sudilovsky_03815	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Sudilovsky_03816	CDS	138				hypothetical protein
Sudilovsky_03817	CDS	1020				IS110 family transposase ISYen1
Sudilovsky_03818	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
Sudilovsky_03819	CDS	150				hypothetical protein
Sudilovsky_03820	CDS	1938	csrD		COG2199	RNase E specificity factor CsrD
Sudilovsky_03821	CDS	159				hypothetical protein
Sudilovsky_03822	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
Sudilovsky_03823	CDS	984	mreC		COG1792	Cell shape-determining protein MreC
Sudilovsky_03824	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
Sudilovsky_03825	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
Sudilovsky_03826	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
Sudilovsky_03827	CDS	3831	yhdP		COG3164	Intermembrane phospholipid transporter YhdP
Sudilovsky_03828	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
Sudilovsky_03829	CDS	594				hypothetical protein
Sudilovsky_03830	CDS	297				hypothetical protein
Sudilovsky_03831	CDS	936	aaeR_2		COG0583	HTH-type transcriptional activator AaeR
Sudilovsky_03832	CDS	204	aaeX			Protein AaeX
Sudilovsky_03833	CDS	966	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
Sudilovsky_03834	CDS	1989	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
Sudilovsky_03835	CDS	1455	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
Sudilovsky_03836	CDS	552	darP		COG3028	Dual-action ribosomal maturation protein DarP
Sudilovsky_03837	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
Sudilovsky_03838	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
Sudilovsky_03839	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
Sudilovsky_03840	CDS	858	rapZ		COG1660	RNase adapter protein RapZ
Sudilovsky_03841	CDS	501	ptsN		COG1762	Nitrogen regulatory protein
Sudilovsky_03842	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
Sudilovsky_03843	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
Sudilovsky_03844	CDS	726	lptB_3	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
Sudilovsky_03845	CDS	573	lptA		COG1934	Lipopolysaccharide export system protein LptA
Sudilovsky_03846	CDS	567	lptC		COG3117	Lipopolysaccharide export system protein LptC
Sudilovsky_03847	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
Sudilovsky_03848	CDS	1092	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
Sudilovsky_03849	CDS	966	yrbG		COG0530	Inner membrane protein YrbG
Sudilovsky_03850	CDS	813	mlaF	7.6.2.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
Sudilovsky_03851	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
Sudilovsky_03852	CDS	567	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
Sudilovsky_03853	CDS	630	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
Sudilovsky_03854	CDS	291	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
Sudilovsky_03855	CDS	255	ibaG		COG5007	Acid stress protein IbaG
Sudilovsky_03856	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Sudilovsky_03857	CDS	1095	degS	3.4.21.107	COG0265	Serine endoprotease DegS
Sudilovsky_03858	CDS	1371	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
Sudilovsky_03859	CDS	405	zapG		COG3105	Z-ring associated protein G
Sudilovsky_03860	CDS	1158	zapE		COG1485	Cell division protein ZapE
Sudilovsky_03861	CDS	429	rplM		COG0102	Large ribosomal subunit protein uL13
Sudilovsky_03862	CDS	393	rpsI		COG0103	Small ribosomal subunit protein uS9
Sudilovsky_03863	CDS	288				hypothetical protein
Sudilovsky_03864	CDS	198				hypothetical protein
Sudilovsky_03865	CDS	759	nanR			HTH-type transcriptional repressor NanR
Sudilovsky_03866	CDS	1287	ttuB_1			Putative tartrate transporter
Sudilovsky_03867	CDS	768	idnO	1.1.1.69	COG1028	5-keto-D-gluconate 5-reductase
Sudilovsky_03868	CDS	1251		4.2.1.-		D-galactonate dehydratase family member
Sudilovsky_03869	CDS	642	sspA_2		COG0625	Stringent starvation protein A
Sudilovsky_03870	CDS	504	sspB		COG2969	Stringent starvation protein B
Sudilovsky_03871	CDS	774	budC_2	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
Sudilovsky_03872	CDS	414				hypothetical protein
Sudilovsky_03873	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
Sudilovsky_03874	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
Sudilovsky_03875	CDS	930				hypothetical protein
Sudilovsky_03876	CDS	2370	arcB	2.7.13.3	COG0784	Aerobic respiration control sensor protein ArcB
Sudilovsky_03877	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
Sudilovsky_03878	CDS	735	mtgA	2.4.99.28	COG0744	Biosynthetic peptidoglycan transglycosylase
Sudilovsky_03879	CDS	1296				hypothetical protein
Sudilovsky_03880	CDS	573	dolP			Outer membrane lipoprotein DolP
Sudilovsky_03881	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
Sudilovsky_03882	CDS	237				hypothetical protein
Sudilovsky_03883	CDS	2019	lpoA		COG3107	Penicillin-binding protein activator LpoA
Sudilovsky_03884	CDS	888	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Sudilovsky_03885	misc_RNA	379				RNaseP_bact_a
Sudilovsky_03886	CDS	255				hypothetical protein
Sudilovsky_03887	CDS	288	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
Sudilovsky_03888	CDS	786	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
Sudilovsky_03889	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
Sudilovsky_03890	CDS	675				hypothetical protein
Sudilovsky_03891	CDS	1395	tolC_3			Outer membrane protein TolC
Sudilovsky_03892	CDS	633	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
Sudilovsky_03893	CDS	432				hypothetical protein
Sudilovsky_03894	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
Sudilovsky_03895	CDS	582				hypothetical protein
Sudilovsky_03896	CDS	1896	parE			DNA topoisomerase IV subunit B ParE
Sudilovsky_03897	CDS	1011				putative protein
Sudilovsky_03898	CDS	648				hypothetical protein
Sudilovsky_03899	CDS	105				hypothetical protein
Sudilovsky_03900	CDS	171				hypothetical protein
Sudilovsky_03901	CDS	1134				putative protein
Sudilovsky_03902	CDS	1347				hypothetical protein
Sudilovsky_03903	CDS	720				hypothetical protein
Sudilovsky_03904	CDS	885	pgrR_4		COG0583	HTH-type transcriptional regulator PgrR
Sudilovsky_03905	CDS	900	yqhC_2		COG2207	HTH-type transcriptional regulator YqhC
Sudilovsky_03906	CDS	252				hypothetical protein
Sudilovsky_03907	CDS	195				hypothetical protein
Sudilovsky_03908	CDS	1221	nepI_3		COG2814	Purine ribonucleoside efflux pump NepI
Sudilovsky_03909	CDS	723				hypothetical protein
Sudilovsky_03910	CDS	1125			COG2220	putative protein
Sudilovsky_03911	CDS	972	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
Sudilovsky_03912	CDS	654	comR		COG1309	HTH-type transcriptional repressor ComR
Sudilovsky_03913	CDS	741	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Sudilovsky_03914	CDS	897	crgA_5			HTH-type transcriptional regulator CrgA
Sudilovsky_03915	CDS	582	mdaB_2	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
Sudilovsky_03916	CDS	861	fbaA_2	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
Sudilovsky_03917	CDS	852	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
Sudilovsky_03918	CDS	1092	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
Sudilovsky_03919	CDS	315	manP		COG1299	PTS system mannose-specific EIIBCA component
Sudilovsky_03920	CDS	480	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
Sudilovsky_03921	CDS	1551	manR		COG1762	Transcriptional regulator ManR
Sudilovsky_03922	CDS	2403				hypothetical protein
Sudilovsky_03923	CDS	270				hypothetical protein
Sudilovsky_03924	CDS	384				hypothetical protein
Sudilovsky_03925	CDS	351				hypothetical protein
Sudilovsky_03926	CDS	2271	parC			DNA topoisomerase IV subunit A ParC
Sudilovsky_03927	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
Sudilovsky_03928	CDS	1416	ftsP		COG2132	Cell division protein FtsP
Sudilovsky_03929	CDS	738	ggaR_2		COG2188	HTH-type transcriptional regulator GgaR
Sudilovsky_03930	CDS	828	dkgA	1.1.1.-	COG0656	Methylglyoxal reductase DkgA
Sudilovsky_03931	CDS	1164	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
Sudilovsky_03932	CDS	741	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
Sudilovsky_03933	CDS	984	yqhC_3		COG2207	HTH-type transcriptional regulator YqhC
Sudilovsky_03934	CDS	660	yghB		COG0586	Inner membrane protein YghB
Sudilovsky_03935	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
Sudilovsky_03936	CDS	1293	dctM			C4-dicarboxylate TRAP transporter large permease protein DctM
Sudilovsky_03937	CDS	507	teaB		COG3090	Ectoine TRAP transporter small permease protein TeaB
Sudilovsky_03938	CDS	978	dctP		COG1638	Solute-binding protein
Sudilovsky_03939	CDS	1011	tolQ_3			Tol-Pal system protein TolQ
Sudilovsky_03940	CDS	426	exbD_2		COG0848	Biopolymer transport protein ExbD
Sudilovsky_03941	CDS	1020	fruR		COG1609	Fructose operon regulatory protein
Sudilovsky_03942	CDS	1410	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
Sudilovsky_03943	CDS	1371	sacP_3		COG1263	PTS system sucrose-specific EIIBC component
Sudilovsky_03944	CDS	1536	scrY			Sucrose porin
Sudilovsky_03945	CDS	924	scrK	2.7.1.4		Fructokinase
Sudilovsky_03946	CDS	552				hypothetical protein
Sudilovsky_03947	CDS	2721	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
Sudilovsky_03948	CDS	342				hypothetical protein
Sudilovsky_03949	CDS	1560				hypothetical protein
Sudilovsky_03950	CDS	648				hypothetical protein
Sudilovsky_03951	CDS	1065	casC		COG1857	CRISPR system Cascade subunit CasC
Sudilovsky_03952	CDS	735	casD			CRISPR system Cascade subunit CasD
Sudilovsky_03953	CDS	648	casE	3.1.-.-		CRISPR system Cascade subunit CasE
Sudilovsky_03954	CDS	918	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
Sudilovsky_03955	CDS	294	ygbF_1	3.1.-.-	COG0847	CRISPR-associated endoribonuclease Cas2
Sudilovsky_03956	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase toxin HigB
Sudilovsky_03957	CDS	417	higA		COG5499	Antitoxin HigA
Sudilovsky_03958	CDS	504				hypothetical protein
Sudilovsky_03959	CDS	123	ygbF_2	3.1.-.-	COG0847	CRISPR-associated endoribonuclease Cas2
Sudilovsky_03960	CDS	459				hypothetical protein
Sudilovsky_03961	CDS	1353	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
Sudilovsky_03962	CDS	1284			COG2814	putative transporter
Sudilovsky_03963	CDS	447				hypothetical protein
Sudilovsky_03964	CDS	447				hypothetical protein
Sudilovsky_03965	CDS	654				hypothetical protein
Sudilovsky_03966	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
Sudilovsky_03967	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
Sudilovsky_03968	CDS	387	ridA	3.5.99.10		2-iminobutanoate/2-iminopropanoate deaminase
Sudilovsky_03969	CDS	465	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
Sudilovsky_03970	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
Sudilovsky_03971	CDS	468	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
Sudilovsky_03972	CDS	684				hypothetical protein
Sudilovsky_03973	CDS	666				hypothetical protein
Sudilovsky_03974	CDS	1008	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
Sudilovsky_03975	CDS	426	rraB		COG3076	Regulator of ribonuclease activity B
Sudilovsky_03976	CDS	504				hypothetical protein
Sudilovsky_03977	CDS	1179	yjgN		COG4269	Inner membrane protein YjgN
Sudilovsky_03978	CDS	1038	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
Sudilovsky_03979	misc_RNA	349				Rev13
Sudilovsky_03980	CDS	1101	metXA	2.3.1.46		Homoserine O-acetyltransferase
Sudilovsky_03981	CDS	1620	tsr_4		COG0840	Methyl-accepting chemotaxis protein I
